received_date,document_comment
2020-02-02T05:00Z,"As a stakeholder, I strongly oppose this proposed rule. There is no safe level of lead exposure. Exposure to lead is particularly toxic to children and developing fetuses, causing serious, irreversible damage to their developing brains and nervous systems. And lead is linked to fertility issues, cardiovascular disease, and kidney problems in otherwise healthy adults. 

I ask that you do everything you can to protect communities across the country from lead.

Specifically, please require that all water systems fully remove all lead service lines at their expense within 10 years or less, and strengthen requirements for testing and treating the water to ensure reduced lead levels. And I reject the weakening of current rules  including the proposal to extend to over 33 years the requirement to replace lead pipes in the most severely contaminated water systems.

As a publicly funded agency, the EPA must fulfill its mission to Protect Our Public Health. Safe drinking water is a right and a necessity.
"
2020-02-02T05:00Z,"No level of lead is safe for human consumption.  If there is any lead detected in a consumer's drinking water, action needs to be taken to remedy the situation.  The proposed action threshold is too high.
The time period allotted to replace lead service lines when required is too long.  Action needs to be taken sooner in order to help save consumers from the dangerous effects of lead on the human body."
2020-02-03T05:00Z,"Dear EPA Administrator Andrew Wheeler:

I'm writing to ask you to strengthen  not weaken  the federal Lead and Copper Rule.  Attacking the health of Americans and especially vulnerable children is just plain crazy, especially if it is done to provide short-term savings or profits for those entities who don't care if they are creating misery, ill-health, and passing the costs of their uncaring and short-sightedness on to families, schools, and society.  This is criminal, and should be prosecuted.

There's no safe level of lead exposure. Exposure to lead is particularly toxic to children and developing fetuses, causing serious, irreversible damage to their developing brains and nervous systems. All are vulnerable; lead is linked to fertility issues, cardiovascular disease, and kidney problems in otherwise healthy adults. 

I ask that you do everything you can to protect communities across the country from lead and other toxics and pollutants.

Specifically, please require that all water systems fully remove all lead service lines at their expense within 10 years or less, and strengthen requirements for testing and treating the water to ensure reduced lead and other toxics levels.  Weakening of current rules  including the proposal to extend to over 33 years the requirement to replace lead pipes in the most severely contaminated water systems is inhuman and totally unconscionable.

We don't want another generation of our children or anyone else to be drinking lead or other toxics. Clean safe drinking water is a right and a necessity, as is clean air and a clean environment.

Thank you. 

Sylvie Karlsda
sylvieda@aol.com
"
2020-02-03T05:00Z,"Dear Administrator Wheeler, 

I urge you to address deficiencies in the Proposed Lead and Copper Rule Revisions. We know how to reduce lead at the tap, and now is the time to do everything we can to get lead out of contact with our drinking water. I especially urge you to:

 Require all water systems to fully replace all lead service lines within a specified timeline

 Prohibit partial lead service line replacements, which put people's health at risk and are inefficient

 Water systems with elevated lead levels should fully replace lead service lines at a rate of at least 7% each year.

We have scientific data and long standing evidence of the damage that will be caused by allowing such an action to occur. One of the key roles of government is to preserve public safety. Willfully ignoring clear evidence of an impending catastrophe is a dereliction of duty. Scientists have worked for decades to assemble an incontrovertible body of evidence related to our changing climate, and ignoring that information is insidious. Future generations' resources, health and prosperity is dependent on us acting immediately, significantly and broadly.

Please make sure that the Lead and Copper Rule is effective and visionary, and that EPA robustly supports implementation and enforcement."
2020-02-03T05:00Z,Like you even care about our drinking water! How many more regulations are you going to rescind regarding this and air quality! The fact that you have no regard for poisoning your own families makes me realize you have no regard for the health and well-being of your constituents!! The only thing this administration cares about is putting money in your pockets! And thank you for killing democracy and you have enabled this corrupt president become the dictator he wants to be!! This country will now be under a dictatorship so none of what you want is going to matter because he is the dictator and no one will be able to rein him in! This GOP senate is a DISGRACE TO OUR COUNTRY!!
2020-02-03T05:00Z,"Dear Administrator Wheeler, 

I urge you to address deficiencies in the Proposed Lead and Copper Rule Revisions. We know how to reduce lead at the tap, and now is the time to do everything we can to get lead out of contact with our drinking water. I especially urge you to:

 Require all water systems to fully replace all lead service lines within a specified timeline. Furthermore, specify that this timeline be less than 10 years: even with such a 'short' timeline, think of all the young children who will continue to be exposed during that window. People yet-unborn who are destined, by the misfortune of their parents' living conditions, to be exposed both in-utero and postpartum to elevated levels of lead in their environment. Neither the parents, nor the children will have willingly chosen to encounter these toxic threats; rather the lack of foresight by city-planners generations ago determined their fate. Keeping the replacement schedule to less than one generation will ensure that we do not pass this legacy of contamination into the future.

 Prohibit partial lead service line replacements, which put people's health at risk and are inefficient. These partial replacements WILL need to be removed eventually... why not take the first available opportunity (when the utility owned portion of the line is replaced) to remove the privately owned portion of the line as well, rather than re-excavating at a later time? A great deal of money, time, and effort could be saved by performing only COMPLETE lead line replacements.

 Water systems with elevated lead levels should fully replace lead service lines at a rate of at least 7% each year. Even 7% replacement per year is not quite ambitious enough: imagine that you are one of the  remaining 93% of households with lead service lines at the end of the first year of replacement. How would you feel, knowing that the providers of your drinking, cooking, and bathing water had passed you over as lower priority than your neighbors? While anti-corrosion measures can reduce the levels of lead in our tap water, they are little more than a stopgap measure: the best and safest way to protect public health is to eliminate toxic substances from our water systems ENTIRELY, rather than covering them up with a millimeters thick layer of scale.

Please make sure that the Lead and Copper Rule is effective and visionary, and that EPA robustly supports implementation and enforcement."
2020-02-03T05:00Z,"Hahahahaha! You don't care about this country! If you did you wouldn't be pulling out of regulations that were put in place to protect the people! The only ones you care about is getting paid off by big companies to rescind these regulations! It you gave a rats ass about being patriotic and actually caring about anything but money and getting re-elected you would have done what was right and put country over party and at least have witnesses at the impeachment trial but NO! The only thing the GOP cares about is lining their pockets with money and being the-elected! The GOP has now given a corrupt and hell bent president complete and total authority to do whatever he wants as long as president and his family profit from it! The GOP has made themselves obsolete by giving this to him! I assume the GOP will be happy to now have a dictator in the White House! Bye bye democracy and all laws that should be upheld!! The entire GOP senate should be impeached! This is the most DISGRACEFUL AND CORRUPT ADMINISTRATION EVER IN THE HISTORY OF OUR COUNTRY!  SHAME ON ALL OF YOU FOR ONLY LOOKING OUT FOR YOUR OWN PERSONAL INTERESTS AND PUTTING MONEY IN YOUR POCKETS GIVEN TO YOU FROM THE PRESIDENT AND BIG CORPORATIONS! BAD VERY BAD AND VERY  WRY SAD FOR OUR COUNTRY!
"
2020-02-03T05:00Z,No one is fooled from your fake concern and wanting comments from the public! You all don't listen to what your constituents want so you are all full of it! If you really care about this country then you should do the right thing and have country over party!
2020-02-03T05:00Z,"Dear Administrator Wheeler, 

I urge you to address deficiencies in the Proposed Lead and Copper Rule Revisions. We know how to reduce lead at the tap, and now is the time to do everything we can to get lead out of contact with our drinking water. I especially urge you to:

 Require all water systems to fully replace all lead service lines within a specified timeline

 Prohibit partial lead service line replacements, which put people's health at risk and are inefficient

 Water systems with elevated lead levels should fully replace lead service lines at a rate of at least 7% each year.

Please make sure that the Lead and Copper Rule is effective and visionary, and that EPA robustly supports implementation and enforcement."
2020-02-04T05:00Z,"I am against this proposed change. We need to accelerate the process! How are we so anti-people and pro-business? If we do not have people to work at businesses then these companies will not be able to compete. It is simple. Pay now to protect the future or DO WHATEVER YOU CAN TO MAKE AS MUCH MONEY AS POSSIBLE NO MATTER WHAT THE DAMAGE IS TO THE PUBLIC!
 SHAME
DISGUST
VOTE
"
2020-02-04T05:00Z,"
Comments on draft Lead and Copper Rule   

At a minimum, the EPA's revised LCR should:

Set an enforceable MCL for lead at 5 ppb.  

Mandate disclosure at sale or rental of homes or apartments if lead in their drinking water has exceeded the Action Level (or MCL if adopted)

Stop allowing alternative compliance schemes.

Require that all drinking water providers report in their CCR that their water was tested for lead and give the result (0) even if no lead was detected.  Some providers do not mention that lead was sampled because guidance given to water suppliers says if a contaminant is not detected it does not need to be mentioned in the CCR. Informing people that their drinking water was tested and did not exceed a regulatory level for lead  would reduce existing stress about lead in their community;
 
Require drinking water providers to test tap water for free when low income and health-impacted citizens have concerns because they live in older homes built between 1970 and 1985 or because they live in lead contaminated communities.
 
Require a full inventory of all service lines including all those made from lead or galvanized steel pipe;

Set an enforceable timeline of no longer than 10 years to fully replace all lead service lines, with the water system funding the full cost of replacement under both public and private property;

Ban partial lead service line replacements;

Require use of  sampling protocols that fully capture lead levels in tap water, including more  frequent sampling at the tap

	Ban by rule sampling methods that tend to minimize detections of lead;

Require tap water monitoring in the most vulnerable homes and  high-risk homes. 

Require prompt and understandable public notification that can effectively reach diverse audiences.  This includes availability of CCRs and personal notification of exceedances where necessary. 

Require utilities to test for lead in water from all fountains and other drinking water sources at schools and day care centers in their service area.



"
2020-02-04T05:00Z,"Dear Administrator Wheeler, 

If we are not moving forward to PROTECT PEOPLE then we are either static or moving backward. To fail in protecting the public from lead or any other toxic metals is unconscionable and immoral. 

Your job is NOT to protect big business which for the most part only care about the bottom line. I had hoped by this stage in my life I would see a steady change for the better. That can happen if you so choose. Yes, it's a serious choice. When you decide, I urge you to act as if it were your own family that would be affected. 


I urge you to address deficiencies in the Proposed Lead and Copper Rule Revisions. We know how to reduce lead at the tap, and now is the time to do everything we can to get lead out of contact with our drinking water. I especially urge you to:

 Require all water systems to fully replace all lead service lines within a specified timeline

 Prohibit partial lead service line replacements, which put people's health at risk and are inefficient

 Water systems with elevated lead levels should fully replace lead service lines at a rate of at least 7% each year.

Please make sure that the Lead and Copper Rule is effective and visionary, and that EPA robustly supports implementation and enforcement."
2020-02-08T05:00Z,"Comments for Docket ID No. EPA-HQ-OW-2017-0300, Long-Term Revisions to Lead and Copper Rule

Thank you for the opportunity to submit comments for this important revision. Although I appreciate the efforts at protecting public health, there are aspects of this rule and revision that are confusing, extraneous, and unnecessary, especially in light of potentially more pressing health-related water quality issues. While I agree that lead lines are an issue in some areas, it is a regionally-specific issue that not all municipalities are concerned with. Many municipalities are more concerned with bacterial contamination, nitrate, PFAS, toxic algae, aging infrastructure, work-force issues, water shortages or lack of storage, or many other numbers of problems that the water industry is facing today. To require all utilities across America to sink innumerable dollars and time into this one issue, that they may not even have a problem with, is foolish and shortsighted. Further, blood lead levels in children have decreased dramatically over the last 30 years, thanks to the combined effort among industries to reduce lead exposure. Water is only one, typically small, avenue of exposure to lead. Putting this unfair burden on all drinking water utilities across America to chase down a tiny remaining percentage of lead reduction is wasteful. According to CDC, in Colorado in 2016, less than 1% of children tested had up to 10 ug/dL BLL, and less than 0.2% had between 10- 15 ug/dL BLL, the remaining percentage were non-detect. Other avenues of lead exposure include paint still found in and around homes, on dishes, toys, iron fences, etc. 

Instead of expending copious resources on this single issue, water utilities must be planning and saving for treatment improvements and upgrades to deal with emerging contaminants and other locally-pressing issues. The new lead rules should apply only to those municipalities with known lead water mains and should contain a means to certify out of many of the requirements if none exist. Many communities in the western US did not even exist prior to the 1960s (or even 5 years ago in some areas!). To have to annually certify that they do not have lead water mains and continue to have hundreds of residents sample annually or semi-annually is unnecessary and burdensome.
The Lead (and Copper?) Rule is also an unfair burden on water utilities to assume the financial responsibility of homeowners who need to update their own internal plumbing or fixtures. This is not the responsibility or jurisdiction of the majority of utilities. While the utility may be able to provide assistance in determining plumbing materials for unknowledgeable homeowners (if they even care), that should be the extent of liability for the utilities. Plumbing materials should be discovered and disclosed through real estate processes, just as the homeowner learns the build year, exterior and roofing materials, paint history, radon exposure, and structural issues of a home during an inspection process. 

Just as homeowners internal plumbing and fixture materials are not the responsibility of the water utility, nor should schools and daycare businesses be. Again, utilities can be available to offer assistance with discovery and sampling, but it is not within the utilities jurisdiction or budget to replace internal plumbing and fixtures at schools and businesses. 

If the EPA truly wants to rid America of lead, then they need to stop allowing leaded products to enter this country, in any amount or form. They need to fund awareness campaigns particularly to at-risk regions and provide financial assistance for homeowners and utilities to replace KNOWN leaded lines. Do not force utilities across America to spend millions of dollars annually attempting to chase down a problem that may not exist for some, when many utilities can better utilize their resources for other issues. When the final rule is promulgated, please ensure that it is unambiguous, comprehensible, financially feasible, with achievable positive results. Thank you.
"
2020-02-08T05:00Z,"The proposed revisions to the existing Lead and Copper Rule to reduce exposure by regulating lead tap sampling, consumer awareness, and public education is absolutely necessary. It has been proven that lead can cause damaging health risks, especially in children. After reading that the EPA suggests that 20% of lead exposure is due to drinking water, I believe it is extremely important to focus on sampling drinking water outlets at children's schools to reduce lead in the water. However, I also believe it is important to note that these revisions do not dive deeper into further regulating copper exposure. While the effects do not specifically target adolescents, I think it is important to further regulate both for public health and the safety of all people. Additionally, I think that the Lead Service Line Replacement proposal is a great idea, but I am unsure how it can be fully implemented by the water systems. There are lots of logistics with the labor for that process and financial aspects, but steps do need to be taken eventually lead up to LSLR."
2020-02-09T05:00Z,"I support more and better regulation of lead levels, especially in schools, but PRIVATE schools should be included in this as well.  There should be support for public schools that need funds to repair systems with too much lead."
2020-02-09T05:00Z,"The extra steps the EPA is proposing are essential to the health and welfare of those affected. Some of the key aspects that this proposal seeks to implement are identifying those that are affected and getting them involved to educate them as to how they may be effected and how to help fix the problem. It is one thing to outlaw the use of lead and copper plumbing of this nature, but that law does not assist those that already have the corrosive plumbing. Getting the state and local authorities and the property owners involved may cause more work and cost more money, but it is an extra step needed to prevent the harmful effects of consuming water contaminated by copper or lead. "
2020-02-09T05:00Z,"- For any pH adjustment alternative, the Rule should specifically state that removal of DBP precursors should be considered in conjunction with increased pH in the distribution system so that utilities are less likely to disregard increased pH as a realistic alternative for corrosion control. For systems that may have tetravalent lead scales, maintaining those highly insoluble scales with a higher pH may be preferred over converting to a phosphate-based inhibitor. 

- POU filters should not be limited to pitcher filters. In fact, faucet filters have been known to perform better in NSF testing and in the testing that was performed in Newark as faucet filters are designed to assume a greater allowable headloss over pitcher filters since pitcher filters have very little head to operate with.

- The initial LSL inventory number determines the number of LSLs to be replaced per year when a utility has an exceedance (i.e. 3% of the initial LSL inventory number - including all unknowns as proposed by the revised Rule). When unknown services are verified to be non-lead, will the initial LSL number be updated on a rolling basis and, therefore, the number of replacements will be constantly updated? If a utility assumes all of their unknown customer-side service lines to be lead, the initial inventory count can be drastically greater than the actual number of LSLs which could inflate the 3% replacement number. If a utility gets a violation for not replacing 3% annually and later on determines their initial LSL number was significantly less, will the violation be rescinded? Recommend increasing the percentage and counting verifications (both sides) to a certain extend (limited to a percentage of the total). The initial number of LSLs + unknowns would not change significantly in this case throughout the life of the program.

- Recommend evaluating WQPs and lead tap samples by pressure zone and water quality zones. An optimal WQP range may vary throughout a system.

- Recommend including a 5th liter in tap sampling to capture the lead contribution from the LSL. However, an action level should not be applied to the 5th liter without first obtaining data from many systems to determine what a reasonable expectation of lead levels in the service line with optimized CCT should be.

- Copper monitoring should be separate from lead monitoring and target newer construction with new copper piping. 

- A 24 hour requirement to notify customers is very aggressive and challenging. Recommend a more reasonable, but still very timely, 72 hour window to notify customers.

- With the variability inherent in customer-led sampling and the unpredictability of particulate lead, I strongly agree that individual tap samples with high lead values in a system where the 90th percentile is below the trigger level of 10 ppb should not warrant a review of CCT. I agree with the other provisions of find-and-fix including the resampling and a survey of the home to identify the cause.

- Consider a separate pool for copper. Worst case for copper is not going to be reflected in the proposed new lead sampling pools. "
2020-02-09T05:00Z,I strongly believe that decreasing the required percentage of pipe to be replaced annually is a terrible idea. It should be mandatory to test levels in schools and day cares.
2020-02-09T05:00Z,"The proposed rule will be beneficial to the well being of children in disadvantaged communities, such as Flint, where lead contamination in drinking water continues to cause brain and nervous system damage for them. However, the proposed rule does not address how it will fix the issue at hand in the long term, and I believe it would be more beneficial to remove the lead and copper pipes to prevent further contamination. In addition, the rule only requires local agencies to test 20% of schools in a specified area. This is unacceptable and this should be modified to all schools because the health of children is at stake. It should be an obvious decision to invest in public health and replace the lead and copper pipes and to test every school to ensure that the drinking water is safe for the children. Therefore, I advise that the rule be revised to be more preventative and adjusted to fix the issue in the long term."
2020-02-10T05:00Z,"1. According to this report Non-Transient, Non-Community Water Systems are being given three alternatives to comply with the proposed lower trigger warning 10 g/L. If smaller non communal water users are given the choice to partially or fully postpone action until the higher level of 15 g/L is reached they will inevitably delay action to save money. These alternative options should be removed and instead grants should be more heavily allocated towards non communal water users. The report states: ""...Congress appropriated $50 million in FY2018, to fund grants to small and disadvantaged communities for developing and maintaining infrastructure, for lead reduction projects, and to support the voluntary testing of drinking water in schools and child care centers."" Smaller disadvantaged communities should have increased outreach and funding to comply with this new regulation fully instead of using alternatives to allow them to stay stagnant in their environmental efforts. Smaller communities are a vulnerable population and due to low income being linked to less comprehensive healthcare it is of the utmost importance that any regulation enhancing health and safety is enforced to the fullest extent in these areas. Lessening their requirement is counterproductive.

2. As of 1967 the Clean Water act was amended to include an annual water quality report from Community Water Systems, known as the Consumer Confidence Report. This report is being proposed to have new and more comprehensive language to warn people of the negative effects lead can have on children especially. The language reads: ""Exposure to lead can cause serious health effects in all age groups. Infants and children who drink water containing lead could have decreases in IQ and attention span and increases in learning and behavior problems. Lead exposure among women who are pregnant increases prenatal risks. Lead exposure among women who later become pregnant has similar risks if lead stored in the mother's bones is released during pregnancy. Recent science suggests that adults who drink water containing lead have increased risks of heart disease, high blood pressure, kidney or nervous system problems."" This language should also be mandated to be distributed to primary care physicians of families who have young children or are expecting children. Children and developing fetuses are most prone to harm due to lead and the prevention of these effects should be emphasized just as much as the remediation that this trigger warning offers. Parents will be more prone to beware of lead if they find out from their doctor versus a water quality report that there is 1) no guarantee consumers will read and 2) will not be shown to non-communal water users."
2020-02-10T05:00Z,"There is no safe level of lead exposure, yet outdated and faulty water delivery systems continue to expose millions of U.S. residents to lead in their drinking water. EPA has stated the need to modernize and improve the existing Lead and Copper Rule to increase public protections against the dangers posed by lead in drinking water in communities throughout the U.S. (1,2). The proposed revisions focus on a variety of factors including identification of lead in drinking water, methods of implementation of protective or corrective actions, replacement of lead service lines (LSLs) bringing water into homes, schools and day care centers, and notification and education of the public on appropriate actions to take.

As stated by the EPA and other organizations, the primary problem with lead contamination in drinking water lies with the estimated 6 million LSLs bringing contaminated water to residents of the U.S. (2,3). The proposed rule, however, would actually slow the replacement of lead-contaminated LSLs and thus increase the time frame over which residents could, and likely would, be exposed to lead (4). The existing rule calls for 7% of LSLs to be replaced annually in community water systems if lead measurements reach EPA's Action Level of >15 ppb. In contrast, the new rule calls for only 3% of LSLs to be replaced when >15 ppb lead is found. This change would effectively more than double the time for replacing offending LSLs for a given water system. A separate assessment by the Natural Resources Defense Council estimated that replacement of all LSLs could take 13 years under the existing rule, but up to 33 years under the revision (5). This assessment called for setting a maximum of 10 years to replace all LSLs nationwide. The American water industry believes that locating and removing all LSLs is urgently necessary (2,5). We agree that achieving this within 10 years is a worthy goal.

It is disconcerting that EPA has chosen not to decrease its Action Level of 15 ppb lead in drinking water. Although EPA has proposed decreasing the Trigger Level to 10 ppb (the level at which water systems must develop plans for the possible reaching of the 15 ppb Action Level in the future), the World Health Organization has stated that 10 ppb is not safe for the most vulnerable, notably children and pregnant mothers and their fetuses (2,5). Moreover, Canada has recently reduced its allowable lead level at the tap, its maximum contaminant level (MCL), to 5 ppb, and Europe has recommended reducing its MCL from 10 to 5 ppb. The NRDC has urged the EPA to lower its lead Action Level to 5 ppm (5). We strongly support this change.

The singular reason for reducing allowable lead concentrations in water now is to prevent exposure to lead, rather than wait for elevated lead to be detected and then for remedial actions to be instituted (5). Remedial actions take time. LSLs are removed only when such remedial actions are ineffective in reducing lead sufficiently. People are exposed in the meantime. The effects of these exposures can last a lifetime (6).

It is widely accepted that there is no safe level of exposure to lead. Yet, over the years 2015-2018, an estimated 5.5 million U.S. residents were served by water systems exceeding the 15 ppm Action Level, and an estimated 30 million residents received water from systems that were in violation of the LCR in a variety of ways. It is time to prevent another generation of children from growing up drinking lead contaminated water in their homes and schools (2,4).

(1)    www.epa.gov/newsreleases/epa-proposes-updates-lead-and-copper-rule-better-protect-children-and-risk-0

(2)  www.sciline.org/evidence-blog/lead-drinking-water

(3) www.washingtonpost.com/climate-environment/2019/10/10/first-time-decades-epa-is-overhauling-how-communities-must-test-lead-water/

(4)  www.nytimes.com/2019/10/10/climate/epa-lead-water-pipes.html

(5)   www.nrdc.org/media/2019/191010; www.nrdc.org/experts/erik-d-olson/heres-whats-needed-fix-outdated-epa-lead-tap-water-rule

(6)    CDC's Morbidity and Mortality Weekly Report August 10, 2012, 61(04): 1-9.

(7)   Lead Poisoning, Annual Review of Medicine, 55: 209-222, 2004"
2020-02-10T05:00Z,"How will line service inventories be conducted?
How will these regulations effect the Sovereignty of Native tribes?"
2020-02-10T05:00Z,"I am writing to opposed the proposed lead and copper rule revisions, which would slow down the replacement of lead-contaminated lead service lines (LSLs) and thus increase lead exposure. The existing rule calls for 7% of LSLs to be replaced annually in community water systems if lead measurements reach EPA's Action Level of >15 ppb. However, the new rule stipulates that only 3% of LSLs be replaced when >15 ppb lead is found. 

Essentially, this change would increase the time for LSL replacement by over 100%. An evaluation by the Natural Resources Defense Council estimated that replacement of all LSLs could take 13 years under the existing rule--but up to 33 years under the revision. That assessment proposed a maximum of 10 years to replace all LSLs nationwide. 

It is also disturbing that the EPA has chosen not to decrease its Action Level of 15 ppb lead in drinking water. Although it has proposed decreasing the Trigger Level to 10 ppb (the level at which water systems must develop plans for the possible reaching of the 15 ppb Action Level in the future), the World Health Organization has stated that 10 ppb is not safe for the most vulnerable-- children and pregnant mothers and their fetuses. Canada recently reduced its allowable lead level of tap water to 5 ppb, and Europe has recommended doing the same. 

Reducing allowable lead concentrations in water now would prevent exposure to lead rather than wait for elevated lead to be detected and then for remedial actions to be taken. 

There is actually no safe level of exposure to lead. Yet, over the years 2015-2018, over five million U.S. residents were served by water systems exceeding the 15 ppm Action Level, and an estimated 30 million residents drank water from systems that were in violation. 

We owe it to our children and their children to take action now to minimize and eliminate lead exposure.  I strongly urge that the proposed rule change be denied."
2020-02-10T05:00Z,"It is absolutely unconscionable that the EPA  is considering a change in the rule controlling the percentage of lead service lines that must be replaced annually that will reduce the number of dangerous pipes.  No levels of lead are safe.  Safe, clean drinking water is a critical and basic government services that should be available to everyone in this advanced country.  Lowering the percentage to 3% from the current 7% will damage the long-term health of far too many of our citizens.  The National Resources Defense Council estimates it will take 13 years to replace all of the lead service lines under the current rule, but 33 years under the proposed change.  That's nearly 2 generations of children who could be permanently damaged.  I am thoroughly opposed to any change that lengthens the time anyone living in the United States could potentially be exposed to lead.  "
2020-02-11T05:00Z,"I am shocked and appalled that the government that is supposed to protect the people of America are even considering decreasing regulations of lead and copper in our water supply. The regulations are there because we learned about the dangers through experience, through children being exposed to lead poisoning. Exposure to lead is particularly toxic to children and developing fetuses, causing serious, irreversible damage to their developing brains and nervous systems. Lead is linked to fertility issues, cardiovascular disease, and kidney problems in otherwise healthy adults.

There are no safe levels of lead and copper in our drinking water. Rather than weakening smart environmental regulations, the EPA should be strengthening them. Let's get and keep the lead and copper out of our water!  "
2020-02-11T05:00Z,"Submitted by Indivisible Montgomery, a grassroots organization of nearly 1,700 concerned citizens of Maryland.

There is no safe level of lead exposure, yet outdated and faulty water delivery systems continue to expose millions of U.S. residents to lead in their drinking water. EPA has stated the need to modernize and improve the existing Lead and Copper Rule to increase public protections against the dangers posed by lead in drinking water in communities throughout the U.S. (1,2). The proposed revisions focus on a variety of factors including identification of lead in drinking water, methods of implementation of protective or corrective actions, replacement of lead service lines (LSLs) bringing water into homes, schools and day care centers, and notification and education of the public on appropriate actions to take.

As stated by the EPA and other organizations, the primary problem with lead contamination in drinking water lies with the estimated 6 million LSLs bringing contaminated water to residents of the U.S. (2,3). The proposed rule, however, would actually slow the replacement of lead-contaminated LSLs and thus increase the time frame over which residents could, and likely would, be exposed to lead (4). The existing rule calls for 7% of LSLs to be replaced annually in community water systems if lead measurements reach EPA's Action Level of >15 ppb. In contrast, the new rule calls for only 3% of LSLs to be replaced when >15 ppb lead is found. This change would effectively more than double the time for replacing offending LSLs for a given water system. A separate assessment by the Natural Resources Defense Council estimated that replacement of all LSLs could take 13 years under the existing rule, but up to 33 years under the revision (5). This assessment called for setting a maximum of 10 years to replace all LSLs nationwide. The American water industry believes that locating and removing all LSLs is urgently necessary (2,5). We agree that achieving this within 10 years is a worthy goal.

It is disconcerting that EPA has chosen not to decrease its Action Level of 15 ppb lead in drinking water. Although EPA has proposed decreasing the Trigger Level to 10 ppb (the level at which water systems must develop plans for the possible reaching of the 15 ppb Action Level in the future), the World Health Organization has stated that 10 ppb is not safe for the most vulnerable, notably children and pregnant mothers and their fetuses (2,5). Moreover, Canada has recently reduced its allowable lead level at the tap, its maximum contaminant level (MCL), to 5 ppb, and Europe has recommended reducing its MCL from 10 to 5 ppb. The NRDC has urged the EPA to lower its lead Action Level to 5 ppm (5). We strongly support this change.

The singular reason for reducing allowable lead concentrations in water now is to prevent exposure to lead, rather than wait for elevated lead to be detected and then for remedial actions to be instituted (5). Remedial actions take time. LSLs are removed only when such remedial actions are ineffective in reducing lead sufficiently. People are exposed in the meantime. The effects of these exposures can last a lifetime (6).

It is widely accepted that there is no safe level of exposure to lead. Yet, over the years 2015-2018, an estimated 5.5 million U.S. residents were served by water systems exceeding the 15 ppm Action Level, and an estimated 30 million residents received water from systems that were in violation of the LCR in a variety of ways. It is time to prevent another generation of children from growing up drinking lead contaminated water in their homes and schools (2,4).

(1)    www.epa.gov/newsreleases/epa-proposes-updates-lead-and-copper-rule-better-protect-children-and-risk-0

(2)  www.sciline.org/evidence-blog/lead-drinking-water

(3) www.washingtonpost.com/climate-environment/2019/10/10/first-time-decades-epa-is-overhauling-how-communities-must-test-lead-water/

(4)  www.nytimes.com/2019/10/10/climate/epa-lead-water-pipes.html

(5)   www.nrdc.org/media/2019/191010; www.nrdc.org/experts/erik-d-olson/heres-whats-needed-fix-outdated-epa-lead-tap-water-rule

(6)    CDC's Morbidity and Mortality Weekly Report August 10, 2012, 61(04): 1-9.

(7)   Lead Poisoning, Annual Review of Medicine, 55: 209-222, 2004"
2020-02-11T05:00Z,"The Pacific Water Quality Association (PWQA) supports the option to allow community water systems serving 10,000 people and non-transient non-community water systems (NTNCWS) to elect to maintain point-of-use (POY) devices certified to remove lead in place of corrosion control treatment. 

Numerous studies have been published on the effectiveness of using point-of-use devices to mitigate lead in drinking water, and there is also a place of Point of Entry (POE) devices in quickly and affordably solving corrosion-related water quality issues.

The PWQA further supports ongoing efforts to provide communication and useful information to water system customers. As proposed, providing an annual letter to customers with lead service lines or unknown materials will further promote line replacement. It will also notify customers of their service line and potential options along with replacement, such as certified point-of-use (POU) and point-of-entry (POE) devices to remove lead.

The Pacific Water Quality Association applauds all efforts to reduce lead and other toxic contaminants in public drinking water wherever possible, while standing ready with immediate solutions, such as the use of certified point-of-use and point-of-entry devices, along with certified professionals to ensure products are properly selected, installed, and maintained.


Greg Reyneke, President - Pacific Water Quality Association  www.pwqa.org

"
